0,1.7362
1,0.20939
2,-0.58374
3,0.24548
4,-0.23656
5,0.1698
6,-0.13777
7,0.1134
8,-0.09651
9,0.082719
10,-0.072221
11,0.063418
12,-0.056297
13,0.050326
14,-0.045196
15,0.040857
16,-0.037032
17,0.033771
18,-0.030898
19,0.028321
20,-0.025986
21,0.023953
22,-0.02212
23,0.020498
24,-0.019042
25,0.017682
26,-0.016455
27,0.015384
28,-0.014307
29,0.01341
30,-0.012532
31,0.011738
32,-0.011043
33,0.010358
34,-0.0096446
35,0.0091691
36,-0.0085666
37,0.0080979
38,-0.0076375
39,0.0071713
40,-0.0067489
41,0.0064469
42,-0.0059904
43,0.0057324
44,-0.0053574
45,0.005093
46,-0.0047811
47,0.0045499
48,-0.0042843
49,0.0041162
50,-0.0038509
51,0.0036332
52,-0.0035179
53,0.0032816
54,-0.0031141
55,0.0029402
56,-0.0027868
57,0.0026705
58,-0.0025458
59,0.0024096
60,-0.0023216
61,0.0021865
62,-0.0021042
63,0.0019806
64,-0.0019186
65,0.0018372
66,-0.0017075
67,0.0016613
68,-0.0016175
69,0.0015193
70,-0.0014409
71,0.0013979
72,-0.0013427
73,0.0012354
74,-0.0012219
75,0.0011292
76,-0.0011322
77,0.0010476
78,-0.00097523
79,0.00099544
80,-0.00089735
81,0.00093456
82,-0.00085974
83,0.00078498
84,-0.00074289
85,0.00080356
86,-0.00073761
87,0.00071912
88,-0.00068259
89,0.00063857
90,-0.00062123
91,0.00057845
92,-0.0005752
93,0.0004725
94,-0.0004953
95,0.00046192
96,-0.0004863
97,0.00044483
98,-0.00045424
99,0.00040585
100,-0.00038571
101,0.00037576
102,-0.00036651
103,0.00037643
104,-0.00031475
105,0.0002898
106,-0.00030548
107,0.00030701
108,-0.00028173
109,0.0002448
110,-0.00023054
111,0.0002486
112,-0.0002767
113,0.00022408
114,-0.00020524
115,0.00022261
116,-0.00022338
117,0.0002503
118,-0.0001893
119,0.0002132
120,-0.00021436
121,0.00020452
122,-0.00021431
123,0.00014161
124,-0.00021544
125,0.00015228
126,-0.00016575
127,0.00018791
128,-0.00016021
129,0.00018321
130,-0.00015668
131,0.00014833
132,-0.00017355
133,0.00012462
134,-0.00016885
135,6.1517e-05
136,-9.8838e-05
137,0.00011441
138,-0.0001019
139,6.0762e-05
140,-0.00014753
141,8.9862e-05
142,-0.00010627
143,0.00011444
144,-9.0129e-05
145,7.0101e-05
146,-6.6124e-05
147,6.3912e-05
148,-7.5562e-05
149,6.3095e-05
150,-6.269e-05
151,5.9517e-05
152,-5.942e-05
153,4.1412e-05
154,-6.6208e-05
155,5.9495e-05
156,-7.212e-06
157,2.3432e-06
158,-7.1963e-06
159,4.0977e-05
160,-3.4558e-05
161,1.5624e-05
162,-5.5977e-05
163,3.1109e-05
164,-7.5216e-05
165,3.0082e-05
166,-4.0254e-05
167,4.485e-05
168,-3.318e-06
169,6.5037e-05
170,-1.9276e-05
171,9.277e-05
172,1.8575e-05
173,5.9089e-05
174,-4.5276e-05
175,4.5415e-05
176,-2.0569e-05
177,2.8229e-05
178,1.5166e-05
179,1.7736e-05
180,-1.3819e-05
181,3.5598e-05
182,8.8064e-06
183,2.5992e-05
184,1.9962e-05
185,5.7753e-05
186,-5.2401e-05
187,5.329e-06
188,-4.9899e-05
189,1.9289e-05
190,-5.5114e-05
191,6.1984e-05
192,-5.0091e-05
193,1.0624e-05
194,-8.9115e-05
195,6.0177e-05
196,-6.8857e-05
197,4.541e-05
